ID	LICENSE ID	ACCOUNT NUMBER	SITE NUMBER	LEGAL NAME	DOING BUSINESS AS NAME	ADDRESS	CITY	STATE	ZIP CODE	WARD	PRECINCT	WARD PRECINCT	POLICE DISTRICT	LICENSE CODE	LICENSE DESCRIPTION	BUSINESS ACTIVITY ID	BUSINESS ACTIVITY	LICENSE NUMBER	APPLICATION TYPE	APPLICATION CREATED DATE	APPLICATION REQUIREMENTS COMPLETE	PAYMENT DATE	CONDITIONAL APPROVAL	LICENSE TERM START DATE	LICENSE TERM EXPIRATION DATE	LICENSE APPROVED FOR ISSUANCE	DATE ISSUED	LICENSE STATUS	LICENSE STATUS CHANGE DATE	SSA	LATITUDE	LONGITUDE	LOCATION
52559-20050216	1552001	17658	6	CARIBOU COFFEE COMPANY, INC.	CARIBOU COFFEE COMPANY	3025 N CLARK ST  1	CHICAGO	IL	60657	44	6	44-6	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	52559	RENEW		12/20/2004	01/24/2005	N	02/16/2005	02/15/2006	01/24/2005	02/23/2005	AAI		8	41.937140196	-87.648227548	(41.93714019635578, -87.64822754792601)
1914245-20090521	1914245	15717	5	DAT ENTERPRISE INC	DAT DONUT	1979 W 111TH ST 1	CHICAGO	IL	60643	19	66	19-66	22	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1914245	ISSUE	06/19/2008	05/06/2009	05/06/2009	N	05/21/2009	10/15/2010	05/20/2009	05/21/2009	AAI			41.691830624	-87.671414253	(41.69183062388988, -87.67141425296039)
2020847-20100423	2020847	350847	1	Seva Companies LLC Washington and Wells	Dunkin Donuts	220 W WASHINGTON ST 1ST	CHICAGO	IL	60606	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2020847	ISSUE		02/12/2010	02/12/2010	N	04/23/2010	09/15/2010	04/22/2010	04/23/2010	AAI			41.88331916	-87.634490851	(41.88331915951902, -87.63449085086036)
23103-20060516	1688816	63414	44	STARBUCKS CORPORATION	STARBUCKS COFFEE #2310	5300 N CLARK ST  MAIN	CHICAGO	IL	60640	40	43	40-43	20	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23103	RENEW		03/27/2006	05/11/2006	N	05/16/2006	05/15/2007	05/11/2006	05/11/2006	AAI		22	41.978066283	-87.668495747	(41.97806628334609, -87.66849574710783)
1473123-20091216	2001078	271784	1	WESTERN OGDEN FOOD CORP	DUNKIN DONUTS/BASKIN ROBBINS	2401 W OGDEN AVE	CHICAGO	IL	60608	28	53	28-53	10	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1473123	RENEW		10/14/2009	11/13/2009	N	12/16/2009	12/15/2011	11/13/2009	11/17/2009	AAI			41.86464673	-87.686002512	(41.86464672961594, -87.68600251219546)
23027-20090416	1956320	63414	10	STARBUCKS CORPORATION	STARBUCKS COFFEE #212	105 W ADAMS ST 1ST	CHICAGO	IL	60603	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23027	RENEW		02/17/2009	03/24/2009	N	04/16/2009	04/15/2011	03/24/2009	03/25/2009	AAI			41.879302729	-87.631002223	(41.8793027287716, -87.63100222341788)
2334009-20140606	2334009	381499	10	DINKY DONUTS, INC.	Dinky Donuts, Inc.	4000 N LINCOLN AVE	CHICAGO	IL	60618	47	35	47-35	19	1329	Special Event Food	814	Special Event Food	2334009	ISSUE	06/03/2014	06/03/2014	06/06/2014	N	06/06/2014	06/08/2014	06/06/2014	06/06/2014	AAI		38	41.954124675	-87.678897477	(41.954124674803445, -87.67889747723761)
2326970-20160916	2479458	269046	16	CHICAGOLAND COMMISSARY, LLC	Dunkin Donuts	823 N WESTERN AVE 1ST	CHICAGO	IL	60622	1		1-		1006	Retail Food Establishment	782	Sale of Food Prepared Onsite Without Dining Area	2326970	RENEW		07/15/2016	08/01/2016	N	09/16/2016	09/15/2018	08/01/2016	08/02/2016	AAI		29	41.89654413	-87.686715836	(41.89654413049391, -87.68671583557857)
1446432-20061116	1756203	217214	2	THOMAS MANAGEMENT ASSOCIATE	DUNKIN DONUTS & BASKIN ROBINS	3977 W COLUMBUS AVE	CHICAGO	IL	60652	18	36	18-36	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1446432	RENEW		09/20/2006	10/23/2006	N	11/16/2006	11/15/2007	10/23/2006	10/24/2006	AAI			41.735852236	-87.720945711	(41.73585223621957, -87.72094571100703)
1143770-20090416	1956443	63414	82	STARBUCKS CORPORATION	STARBUCKS COFFEE #2515	2275 N LINCOLN AVE	CHICAGO	IL	60614	43	35	43-35	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1143770	RENEW		02/17/2009	03/23/2009	N	04/16/2009	04/15/2011	03/23/2009	03/25/2009	AAI		35	41.92361621	-87.645991122	(41.92361620972698, -87.64599112233753)
2020845-20100916	2048047	350845	1	Seva Companies LLC LaSalle and Lake	Dunkin Donuts	100 W RANDOLPH ST 1ST 100	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2020845	RENEW		07/15/2010	09/13/2010	N	09/16/2010	09/15/2012	09/13/2010	09/14/2010	AAI			41.884586267	-87.631010446	(41.88458626715456, -87.63101044588599)
82768-20020516	1245126	81494	1	URBAN COFFEE OPPORTUNITIES, LLC	STARBUCKS COFFEE #2372	4701 S CICERO AVE  1	CHICAGO	IL	60632	14	50	14-50	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	82768	RENEW		04/25/2002	05/10/2002	N	05/16/2002	05/15/2003	05/10/2002	07/10/2002	AAI			41.807533457	-87.743003421	(41.80753345729788, -87.74300342120267)
27496-20140916	2342642	11327	1	UNION FOODS INC	DUNKIN DONUTS / BASKIN ROBBINS	233 N MICHIGAN AVE  1ST	CHICAGO	IL	60601	42	44	42-44	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	27496	RENEW		07/15/2014	08/12/2014	N	09/16/2014	09/15/2016	08/12/2014	08/13/2014	AAI			41.886567371	-87.624384671	(41.886567370886944, -87.62438467059714)
1909371-20080611	1909371	332234	1	NRN 43 ASHLAND INC.	DUNKIN DONUTS/BASKIN ROBBINS	4302 S ASHLAND AVE 1ST	CHICAGO	IL	60609	15	16	15-16	9	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1909371	ISSUE	06/02/2008	06/02/2008	06/02/2008	N	06/11/2008	01/15/2010	06/10/2008	06/11/2008	AAI		10	41.815722227	-87.66529164	(41.815722227020046, -87.66529164036625)
99-20021116	1292381	66022	6	Cosi, Inc.	XANDO COFFEE & BAR / COSI SANDWICH BAR	203 N LA SALLE ST	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	99	RENEW		09/24/2002	11/18/2002	N	11/16/2002	11/15/2003	11/18/2002	11/19/2002	AAI			41.885822048	-87.632303735	(41.885822047853026, -87.63230373508567)
1044031-20060516	1690335	202725	1	LADA SUSHI INC	GREEN TEA JAPANESE RESTAURANT	2206 N CLARK ST	CHICAGO	IL	60614	43	58	43-58	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1044031	RENEW		03/27/2006	05/11/2006	N	05/16/2006	05/15/2007	05/11/2006	05/12/2006	AAI		23	41.922146046	-87.638545954	(41.922146045915134, -87.63854595404018)
40896-20030216	1307988	11049	1	VETERANS SQUARE DONUTS INC	DUNKIN DONUTS	4867 N MILWAUKEE AVE	CHICAGO	IL	60630	45	29	45-29	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	40896	RENEW		12/17/2002	01/14/2003	N	02/16/2003	02/15/2004	01/16/2003	02/03/2003	AAI			41.969552871	-87.762025574	(41.96955287103146, -87.76202557425042)
1921549-20091016	1990523	333702	1	MONTROSE DONUTS, INC.	DUNKIN DONUTS	4350 N CENTRAL AVE 1ST	CHICAGO	IL	60634	38	44	38-44	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1921549	RENEW		08/14/2009	09/25/2009	N	10/16/2009	10/15/2011	09/25/2009	09/28/2009	AAI			41.960200755	-87.767381595	(41.96020075528902, -87.76738159501566)
1245057-20020916	1245057	15717	4	DAT ENTERPRISE INC	DAT DONUT	1100 W THORNDALE AVE	CHICAGO	IL	60660	48	31	48-31	24	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1245057	ISSUE	04/24/2002	09/11/2002	09/11/2002	N	09/16/2002	08/15/2003	09/16/2002	09/16/2002	AAI		26	41.990165891	-87.658320864	(41.99016589063192, -87.6583208643017)
1518235-20041116	1541928	280755	1	WESTERN L INC.	DUNKIN DONUTS	1909-11 N WESTERN AVE	CHICAGO	IL	60647	32	31	32-31	14	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1518235	RENEW		09/27/2004	11/05/2004	N	11/16/2004	11/15/2005	11/05/2004	11/08/2004	AAI		33	41.916062651	-87.687225778	(41.91606265136855, -87.687225777567)
1869440-20071022	1869440	303551	2	JERRY ALEXANDER	DONUT 38	6529 N CALIFORNIA AVE 1ST	CHICAGO	IL	60645	50	19	50-19	24	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1869440	ISSUE	10/11/2007	10/11/2007	10/11/2007	N	10/22/2007	02/15/2009	10/19/2007	10/22/2007	AAI			42.00026847	-87.699570094	(42.00026847022971, -87.69957009445845)
1543641-20051116	1627236	22569	4	NARAH INC.	DUNKIN DONUTS	401 E ONTARIO ST	CHICAGO	IL	60611	42	65	42-65	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1543641	RENEW		09/22/2005	11/15/2005	N	11/16/2005	11/15/2006	12/28/2005	12/28/2005	AAI			41.893341296	-87.617589151	(41.893341296312244, -87.61758915120579)
2102649-20110708	2102649	363067	1	MK COMPANIES, INC.	COFFEE CHICAGO	5256 N BROADWAY  1	CHICAGO	IL	60640	48		48-		1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2102649	ISSUE		06/17/2011	06/17/2011	N	07/08/2011	07/15/2013	07/08/2011	07/08/2011	AAI		26	41.977994211	-87.660061201	(41.97799421086391, -87.66006120070982)
2179543-20120913	2179543	374688	1	JANUARY E. OVERTON	JACKALOPE COFFEE & TEA HOUSE	753-755 W 32ND ST 1ST	CHICAGO	IL	60616	11	40	11-40	9	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2179543	ISSUE	08/07/2012	09/05/2012	09/05/2012	N	09/13/2012	09/15/2014	09/12/2012	09/13/2012	AAI			41.836116984	-87.645770127	(41.83611698356011, -87.64577012699183)
1696152-20130616	2249984	303334	1	GOPAL ENTERPRISES OF ILLINOIS, INC.	DUNKIN DONUTS	1614 W 59TH ST	CHICAGO	IL	60636	16	19	16-19	7	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1696152	RENEW		04/15/2013	05/13/2013	N	06/16/2013	06/15/2015	05/13/2013	05/14/2013	AAI			41.786847238	-87.665047333	(41.78684723793827, -87.66504733292435)
1245151-20130416	2236426	63414	89	STARBUCKS CORPORATION	STARBUCKS COFFEE #2639	31 E ROOSEVELT RD	CHICAGO	IL	60605	3	40	3-40	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1245151	RENEW		02/27/2013	03/20/2013	N	04/16/2013	04/15/2015	03/20/2013	03/21/2013	AAI			41.8673211	-87.625953992	(41.867321099741076, -87.62595399179575)
1491260-20050816	1613784	276119	1	MELLOW GROUNDS COFFEE LOUNG, LTD.	MELLOW GROUNDS COFFEE LOUNGE, LTD.	3807 N ASHLAND AVE	CHICAGO	IL	60613	47	44	47-44	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1491260	RENEW		06/21/2005	08/08/2005	N	08/16/2005	08/15/2006	08/08/2005	08/09/2005	AAI			41.950903103	-87.668819145	(41.9509031030426, -87.66881914468281)
23132-20130416	2236406	63414	58	STARBUCKS CORPORATION	STARBUCKS COFFEE #2412	1229 N CLYBOURN AVE  1	CHICAGO	IL	60610	27	9	27-9	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23132	RENEW		02/27/2013	03/20/2013	N	04/16/2013	04/15/2015	03/20/2013	03/21/2013	AAI			41.904472544	-87.640333624	(41.90447254385478, -87.64033362435434)
23108-20060516	1688821	63414	46	STARBUCKS CORPORATION	STARBUCKS COFFEE #2334	106 W GERMANIA PL  MAIN	CHICAGO	IL	60610	2	33	2-33	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23108	RENEW		03/27/2006	05/11/2006	N	05/16/2006	05/15/2007	05/11/2006	05/11/2006	AAI			41.910485869	-87.631917656	(41.91048586948467, -87.63191765611543)
1879785-20071224	1879785	325250	1	G JUBILEE ENTERPRISES INC.	DUNKIN DONUTS	166 W WASHINGTON ST 1	CHICAGO	IL	60602	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1879785	ISSUE	12/12/2007	12/13/2007	12/13/2007	N	12/24/2007	03/15/2010	12/21/2007	12/24/2007	AAI			41.883317147	-87.632916572	(41.883317146617586, -87.63291657190607)
2398178-20150501	2398178	368119	22	AFTER HOURS PIZZA, LLC	Beavers Donuts	50 W WASHINGTON ST	CHICAGO	IL	60602	42	9	42-9	1	1329	Special Event Food	814	Special Event Food	2398178	ISSUE	05/01/2015	05/01/2015	05/01/2015	N	05/01/2015	05/01/2015	05/01/2015	05/01/2015	AAI			41.883322199	-87.629775097	(41.88332219914999, -87.62977509664286)
2398936-20150618	2398936	319322	2	EVA I INC.	DUNKIN DONUTS & BASKIN ROBBINS	448 E 87TH ST 1	CHICAGO	IL	60619	6	1	6-1	6	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2398936	C_LOC	05/14/2015	05/21/2015	06/12/2015	N	06/18/2015	10/15/2016	06/18/2015	06/18/2015	AAI			41.73664085	-87.612602874	(41.736640849679915, -87.61260287372487)
1490770-20150316	2375448	22569	2	NARAH INC.	DUNKIN DONUTS	404 N WABASH AVE	CHICAGO	IL	60611	42	55	42-55	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1490770	RENEW		01/16/2015	07/24/2015	N	03/16/2015	03/15/2017	07/24/2015	12/03/2015	AAI			41.889477376	-87.626802631	(41.88947737608096, -87.62680263084833)
23053-20130416	2236375	63414	22	STARBUCKS CORPORATION	STARBUCKS COFFEE #2201	1023  -01025 W ADDISON ST  1ST	CHICAGO	IL	60613	44	31	44-31	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23053	RENEW		02/27/2013	03/20/2013	N	04/16/2013	04/15/2015	03/20/2013	03/21/2013	AAI		17	41.94711896	-87.655302451	(41.947118959575704, -87.65530245115706)
86763-20060216	1662235	66939	2	WESTERN IRVING FOOD CORPORATIO	DUNKIN DONUTS / BASKIN ROBBINS	4010 N WESTERN AVE 1ST	CHICAGO	IL	60618	47	17	47-17	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	86763	RENEW		12/21/2005	01/23/2006	N	02/16/2006	02/15/2007	01/23/2006	01/24/2006	AAI		38	41.954376063	-87.688622878	(41.95437606315316, -87.68862287824679)
22949-20061116	1753515	64073	1	DE JURS ENTERPRISES INC	DUNKINS DONUTS BASKIN ROBBINS	3310 W ADDISON ST	CHICAGO	IL	60618	35	4	35-4	17	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	22949	RENEW		09/20/2006	10/23/2006	N	11/16/2006	11/15/2007	10/23/2006	10/24/2006	AAI			41.946700441	-87.710863582	(41.94670044091673, -87.71086358163326)
1195640-20061116	1756499	220853	1	NANCY Y YOUEL	NANCY,S RAINBOW & DONUTS	3204 W LAWRENCE AVE	CHICAGO	IL	60625	33	22	33-22	17	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1195640	RENEW		09/20/2006	11/14/2006	N	11/16/2006	11/15/2007	11/14/2006	11/15/2006	AAI		60	41.968557343	-87.708705603	(41.96855734291342, -87.70870560337353)
1675002-20151216	2430473	299244	1	NAGLE DONUTS INC.	DUNKIN DONUTS/BASKIN ROBIN	5205 N NAGLE AVE	CHICAGO	IL	60630	45	21	45-21	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1675002	RENEW		10/15/2015	10/27/2015	N	12/16/2015	12/15/2017	10/27/2015	10/28/2015	AAI			41.975911065	-87.78772272	(41.97591106463358, -87.78772272010706)
1740805-20061208	1740805	63414	117	STARBUCKS CORPORATION	STARBUCKS COFFEE #10905	1933 W 103RD ST	CHICAGO	IL	60643	19	36	19-36	22	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1740805	ISSUE	08/08/2006	08/23/2006	08/29/2006	N	12/08/2006	05/15/2007	12/01/2006	12/08/2006	AAI		44	41.706454243	-87.670532173	(41.706454243021255, -87.67053217309542)
1942762-20100616	2031064	339034	1	Asado Coffee Company Inc.	Asado Coffee Company	1432 W IRVING PARK RD 1	CHICAGO	IL	60613	47	24	47-24	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1942762	RENEW		04/15/2010	06/17/2010	N	06/16/2010	06/15/2012	06/17/2010	06/17/2010	AAI			41.954446304	-87.665535122	(41.954446303973185, -87.66553512156656)
1823671-20071216	1873057	319264	1	R. LEEALL, INC.	COFFEE POT & MAIL DROP	2725 S ARCHER AVE GROUND	CHICAGO	IL	60608	11	4	11-4	9	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1823671	RENEW		10/24/2007	12/28/2007	N	12/16/2007	12/15/2009	01/10/2008	01/16/2008	AAI			41.844050083	-87.652716519	(41.84405008311835, -87.65271651853546)
15491-20160416	2448437	85681	1	PLATINUM FOODS INC	DUNKIN DONUTS	39 W JACKSON BLVD	CHICAGO	IL	60604	4	49	4-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	15491	RENEW		02/15/2016	02/25/2016	N	04/16/2016	04/15/2018	02/25/2016	02/26/2016	AAI			41.878057652	-87.629268945	(41.87805765240321, -87.62926894464043)
1043368-20060516	1688857	63414	70	STARBUCKS CORPORATION	STARBUCKS COFFEE #2445	1052-1070 W BRYN MAWR AVE	CHICAGO	IL	60660	48	15	48-15	20	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1043368	RENEW		03/27/2006	05/11/2006	N	05/16/2006	05/15/2007	05/11/2006	05/11/2006	AAI		26	41.98378038	-87.657310954	(41.9837803795335, -87.65731095408496)
2137370-20160916	2479457	269046	15	CHICAGOLAND COMMISSARY, LLC	DUNKIN DONUTS	1519 W MADISON ST 1ST	CHICAGO	IL	60607	28	60	28-60	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2137370	RENEW		07/15/2016	08/01/2016	N	09/16/2016	09/15/2018	08/01/2016	08/02/2016	AAI			41.881358862	-87.665249389	(41.88135886163692, -87.66524938888526)
2437593-20160527	2437593	285509	2	YAKAT ENTERPRISES, INC.	DUNKIN DONUTS	404 N WABASH AVE 1ST	CHICAGO	IL	60611	42	55	42-55	18	1006	Retail Food Establishment	782	Sale of Food Prepared Onsite Without Dining Area	2437593	ISSUE	12/01/2015	05/12/2016	05/12/2016	N	05/27/2016	06/15/2018	05/26/2016	05/27/2016	AAI			41.889477376	-87.626802631	(41.88947737608096, -87.62680263084833)
23095-20040516	1485119	63414	40	STARBUCKS CORPORATION	STARBUCKS COFFEE #2264	200 E RANDOLPH ST  MAIN	CHICAGO	IL	60601	42	44	42-44	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23095	RENEW		03/17/2004	05/06/2004	N	05/16/2004	05/15/2005	05/06/2004	05/07/2004	AAI			41.884632076	-87.622247991	(41.8846320757672, -87.6222479910888)
1382681-20150416	2381446	63414	97	STARBUCKS CORPORATION	STARBUCKS COFFEE #2689	175 W JACKSON BLVD  TAX	CHICAGO	IL	60604	42	49	42-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1382681	RENEW		02/15/2015	03/16/2015	N	04/16/2015	04/15/2017	03/16/2015	03/18/2015	AAI			41.878014487	-87.63318903	(41.878014487249544, -87.63318903001444)
45961-20011116	1176644	16603	1	TERRITORIAL CORPORATION	BASKIN ROBBINS/ DUNKIN DONUTS	3039 N CENTRAL AVE	CHICAGO	IL	60634	31	3	31-3	25	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	45961	RENEW		10/03/2001	10/25/2001	N	11/16/2001	11/15/2002	04/12/2002	04/15/2002	AAI		2	41.936027938	-87.766262046	(41.93602793813531, -87.76626204640748)
23120-20070516	1810535	63414	52	STARBUCKS CORPORATION	STARBUCKS COFFEE #2373	257 E HURON ST  1C021	CHICAGO	IL	60611	42	41	42-41	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23120	RENEW		03/23/2007	05/04/2007	N	05/16/2007	04/15/2009	05/04/2007	05/07/2007	AAI			41.894905816	-87.620520448	(41.89490581589443, -87.62052044802762)
23015-20150416	2381373	63414	4	STARBUCKS CORPORATION	STARBUCKS COFFEE #211	227 W MONROE ST  AT&T	CHICAGO	IL	60606	42	49	42-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23015	RENEW		02/15/2015	03/16/2015	N	04/16/2015	04/15/2017	03/16/2015	03/18/2015	AAI			41.88053925	-87.634592464	(41.88053924995021, -87.63459246351388)
1245151-20031116	1417603	63414	89	STARBUCKS CORPORATION	STARBUCKS COFFEE #2639	31 E ROOSEVELT RD	CHICAGO	IL	60605	3	40	3-40	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1245151	RENEW		09/26/2003	11/07/2003	N	11/16/2003	05/15/2004	11/07/2003	11/19/2003	AAI			41.8673211	-87.625953992	(41.867321099741076, -87.62595399179575)
1094923-20030216	1322933	207818	1	JAGUAR COFFEE COMPANY INC	JAGUAR COFFEE COMPANY	2900 N LAKE SHORE DR	CHICAGO	IL	60657	44	7	44-7	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1094923	RENEW		12/17/2002	01/28/2003	N	02/16/2003	02/15/2004	01/31/2003	02/03/2003	AAI			41.934402987	-87.636805837	(41.93440298707838, -87.63680583708285)
1648986-20130416	2236442	63414	112	STARBUCKS CORPORATION	STARBUCKS COFFEE #10199	131 S DEARBORN ST  1850	CHICAGO	IL	60603	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1648986	RENEW		02/27/2013	03/20/2013	N	04/16/2013	04/15/2015	03/20/2013	03/21/2013	AAI		1	41.87988544	-87.629211595	(41.87988544030099, -87.62921159480324)
23099-20040516	1485123	63414	42	STARBUCKS CORPORATION	STARBUCKS COFFEE #222	2200 N CLYBOURN AVE  MAIN	CHICAGO	IL	60614	2	37	2-37	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23099	RENEW		03/17/2004	05/06/2004	N	05/16/2004	05/15/2005	05/06/2004	05/07/2004	AAI			41.921581373	-87.664565129	(41.921581373212874, -87.6645651292835)
23101-20050516	1586531	63414	43	STARBUCKS CORPORATION	STARBUCKS COFFEE #2286	2475 N LINCOLN AVE  1ST	CHICAGO	IL	60614	43	39	43-39	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23101	RENEW		03/23/2005	04/21/2005	N	05/16/2005	05/15/2006	04/21/2005	04/22/2005	AAI		35	41.927234066	-87.65104908	(41.92723406625072, -87.65104907991683)
1380279-20061116	1758792	265286	1	LASALLE & LAKE FINEST FOOD INC.	DUNKIN DONUTS/BASKIN-ROBBINS	100 W RANDOLPH ST  112	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1380279	RENEW		09/20/2006	10/28/2006	N	11/16/2006	11/15/2007	10/28/2006	10/30/2006	AAI			41.884586267	-87.631010446	(41.88458626715456, -87.63101044588599)
1740684-20110116	2067665	307832	1	HIS DONUTS, INC.	DUNKIN DONUTS /  BASKIN ROBINS	5707 W NORTH AVE 1	CHICAGO	IL	60639	29	50	29-50	25	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1740684	RENEW		11/15/2010	01/18/2011	N	01/16/2011	01/15/2013	01/18/2011	01/19/2011	AAI			41.909229663	-87.768624844	(41.90922966250569, -87.76862484425037)
10-20041116	1532394	66022	3	Cosi, Inc.	XANDO COFFEE & BAR / COSI SANDWICH BAR	116 S MICHIGAN AVE	CHICAGO	IL	60603	42	9	42-9	1	1475	Consumption on Premises - Incidental Activity	638	Consumption of Liquor on Premises	10	RENEW		09/27/2004	11/18/2004	N	11/16/2004	11/15/2005	11/18/2004	11/26/2004	AAI			41.880395838	-87.624501722	(41.88039583825962, -87.62450172159464)
1913868-20120716	2155725	332874	1	DIYA, INC.	DUNKIN DONUTS	8753 S STONY ISLAND AVE 1ST	CHICAGO	IL	60617	8	8	8-8	4	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1913868	RENEW		05/15/2012	07/04/2012	N	07/16/2012	07/15/2014	07/04/2012	07/06/2012	AAI		50	41.735361344	-87.585014331	(41.73536134404252, -87.58501433108263)
30218-20071116	1857191	63563	3	PUROHIT BROTHERS INC	DUNKIN DONUTS	7171 W IRVING PARK RD	CHICAGO	IL	60634	38	3	38-3	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	30218	RENEW		09/21/2007	10/29/2007	N	11/16/2007	10/15/2009	10/29/2007	10/30/2007	AAI			41.952657446	-87.806288474	(41.95265744596772, -87.80628847352388)
1404142-20030912	1404142	17658	15	CARIBOU COFFEE COMPANY, INC.	CARIBOU COFFEE COMPANY INC.	1328 S HALSTED ST	CHICAGO	IL	60607	11	3	11-3	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1404142	C_LOC	09/03/2003	09/04/2003	09/04/2003	N	09/12/2003	02/15/2004	09/11/2003	09/12/2003	AAI			41.864750025	-87.64699277	(41.864750024522216, -87.64699276962497)
1044031-20030216	1322241	202725	1	LADA SUSHI INC	GREEN TEA JAPANESE RESTAURANT	2206 N CLARK ST	CHICAGO	IL	60614	43	58	43-58	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1044031	RENEW		12/17/2002	03/05/2003	N	02/16/2003	02/15/2004	03/05/2003	03/06/2003	AAI		23	41.922146046	-87.638545954	(41.922146045915134, -87.63854595404018)
2340680-20140702	2340680	391311	1	DMM 103RD KING, LLC	DUNKIN DONUTS/BASKIN ROBBINS	350 E 103RD ST 1ST	CHICAGO	IL	60628	9	14	9-14	5	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2340680	ISSUE	06/20/2014	06/26/2014	06/26/2014	N	07/02/2014	07/15/2016	07/01/2014	07/02/2014	AAI		41	41.707418011	-87.614169897	(41.70741801079386, -87.61416989670083)
2120454-20111007	2120454	339535	7	ARGO TEA, INC.	Argo Tea Cafe - Tribune Tower	435 N MICHIGAN AVE 1ST 101A	CHICAGO	IL	60611	42		42-		1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	2120454	ISSUE		09/27/2011	09/27/2011	N	10/07/2011	01/15/2012	10/06/2011	10/07/2011	AAI			41.89042416	-87.623965478	(41.89042415977223, -87.623965477756)
1139807-20060516	1688873	63414	79	STARBUCKS CORPORATION	STARBUCKS COFFEE #2484	111 E CHESTNUT ST	CHICAGO	IL	60611	42	48	42-48	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1139807	RENEW		03/27/2006	05/11/2006	N	05/16/2006	05/15/2007	05/11/2006	05/11/2006	AAI			41.898261619	-87.625164692	(41.89826161908875, -87.62516469194003)
